cod_loc,id_provincia,id_departamento,categoria,provincia,departamento,localidad,nombre,domicilio,piso,cp,cod_area,telefono,mail,web,latitud,longitud,tipo_latitud_longitud,fuente,tipo_gestion,año_actualizacion
02000010,02,02000,Galerías de Arte,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Transarte Emergencias Culturales,Defensa 1326,,1143,,,,,-34.62339513,-58.37121434,localización precisa,Buenos Aires Data,Privado,2021
02000010,02,02000,Galerías de Arte,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Untitled Contemporary Art,Quintana y Ortíz,,1129,11,1550367360,untitledarthouse@gmail.com,Facebook: Untitled Contemporary Art,-34.59996200,-58.43868850,localización precisa,Arte On line - Buenos Aires Data,Privado,2021
02000010,02,02000,Galerías de Arte,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ursomarzo Galería De Arte,Arenales 921 ,,1061,11,43930871,info@galeriaursomarzo.com.ar,Facebook: galeria Urso,-34.59404130,-58.38029640,localización precisa,Arte On line,Privado,2022
02000010,02,02000,Galerías de Arte,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Uv Estudios,Humboldt 401,,1414,11,153331745,info@uvestudios.com,https://www.facebook.com/uvestudios/,-34.59499390,-58.44808360,localización precisa,Buenos Aires Data,Privado,2021
02000010,02,02000,Galerías de Arte,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Van Riel,Juncal 790,P.B.,1062,11,43135553,info@galeriavanriel.com.ar,http://www.galeriavanriel.com.ar/,-34.59281740,-58.37841040,localización precisa,AAGA - Buenos Aires Data,Privado,2022
02000010,02,02000,Galerías de Arte,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Walden Gallery,Viamonte 452,,1053,11,39725524,info@waldengallery.com,http://www.waldengallery.com,-34.59957586,-58.37334546,localización precisa,Buenos Aires Data - Relevamiento SINCA,Privado,2022
02000010,02,02000,Galerías de Arte,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Witcomb Galería De Arte,Rodríguez Peña 1050,,1020,11,52919956,contacto@galeriaswitcomb.com.ar,http://www.galeriaswitcomb.com.ar/,-34.59658220,-58.39212500,localización precisa,Arte On line - Buenos Aires Data - Relevamiento SINCA 2022,Privado,2022
02000010,02,02000,Galerías de Arte,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Zavaleta Lab,Defensa 269,2°,1007,11,45895314,info@zavaletalab.com,,-34.61095160,-58.37223150,localización precisa,Buenos Aires Data,Privado,2021
02000010,02,02000,Galerías de Arte,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Zurbarán,Cerrito 1522,,1010,11,48151556,jzenteno@zurbaran.com.ar,https://www.facebook.com/ZurbaranArteArgentino,-34.58975490,-58.38258700,localización precisa,Arte On line - Buenos Aires Data,Privado,2022
14014010,15,14014,Galerías de Arte,Córdoba,Capital,Córdoba,Vía Margutta Arte Contemporáneo,Sucre 180 ,P.A.,5000,351,155902214,info@viamargutta.com.ar,www.viamargutta.com.ar,-31.41228814,-64.18843473,localización precisa,AAGA,Privado,2022
14014010,14,14014,Galerías de Arte,Córdoba,Capital,Córdoba,Manifiesto Alegría,Roque Sáenz Peña 1509,4°,5000,351,4724522,,https://www.instagram.com/manifiestoalegria/,-31.39933450,-64.18161450,localización precisa,Mercado de Arte - relevamiento SInCa,Privado,2022
14014010,14,14015,Galerías de Arte,Córdoba,Capital,Córdoba,Abre Galería de Arte ,Independencia 828,P.B.,5000,,,abre.galeriadearte@gmail.com,https://www.facebook.com/abre.galeriadearte,-31.42550250,-64.18837680,localización precisa,Relevamiento SInCA,Privado,2022
14014010,14,14014,Galerías de Arte,Córdoba,Capital,Córdoba,Nodo 940,9 de julio 40,,5000,3543,15534234,nodo940@gmail.com,https://www.facebook.com/nodo940arte,-31.41469000,-64.18407100,localización precisa,RCC,Privado,2022
14014010,14,14014,Galerías de Arte,Córdoba,Capital,Córdoba,Espacio Colón,Av. Colón 76,7°,5000,351,156519734,joselorenzo44@gmail.com ,,-31.41340860,-64.18394610,localización precisa,RCC,Privado,2022
14014010,14,14014,Galerías de Arte,Córdoba,Capital,Córdoba,The White Lodge,Av. Emilio Olmos 15,,5000,351,5721307,hola@thewhitelodge.art,www.thewhitelodge.com.ar,-31.41353870,-64.18271050,localización precisa,Mercado de Arte - relevamiento SInCa,Privado,2022
14014010,14,14014,Galerías de Arte,Córdoba,Capital,Córdoba,220 Cultura Contemporánea,Av. Intendente Mestre Sur 1117,,5000,351,153532427,info@220cultura.com,http://220cultura.com/,-31.40574610,-64.19699670,localización precisa,RCC,Privado,2022
14014010,14,14014,Galerías de Arte,Córdoba,Capital,Córdoba,El Gran Vidrio ,Humberto Primo 497,,5001,351,156797231,info@elgranvidrio.com,https://www.facebook.com/fundacionelgranvidrio/,-31.40836079,-64.18847396,localización precisa,Arte On line,Privado,2022
14014010,14,14014,Galerías de Arte,Córdoba,Capital,Córdoba,Sala de Exposiciones Ernesto Farina (Univ. Prov. Cba),Av. Pablo Ricchieri 1955,,5000,351,4430362,salafarina.upc@gmail.com  irozze@upc.edu.ar,http://www.upc.edu.ar/sala-farina/,-31.43541450,-64.17496540,localización precisa,RCC,Privado,2022
14014010,14,14014,Galerías de Arte,Córdoba,Capital,Córdoba,"Marchiaro, Galería De Arte",Belgrano 609,,5000,351,4215794,info@galeriamarchiaro.com.ar,https://www.facebook.com/galeriamarchiaro,-31.42210680,-64.19105730,localización precisa,Arte On line,Privado,2022
14014010,14,14014,Galerías de Arte,Córdoba,Capital,Córdoba,Tienda de Arte y Libros Mil Grullas,Belgrano 893,,5000,351,4693604,milgrullaste@gmail.com,https://milgrullas.mitiendanube.com/,-31.42530900,-64.19254050,localización precisa,RCC,Privado,2022
14014010,14,14014,Galerías de Arte,Córdoba,Capital,Córdoba,Espacio 130,Bv. Illia 130,,5000,351,4245931,espacio130@gmail.com,https://www.facebook.com/Espacio130,-31.42097970,-64.18446890,localización precisa,AAGA,Privado,2022
14014010,14,14014,Galerías de Arte,Córdoba,Capital,Córdoba,Bitácora De Vuelo,Carola lorenzini 881,,5000,351,156196654,contenidos@bitacoradevuelo.com.ar,www.bitacoradevuelo.com.ar,-31.35460910,-64.18520640,localización precisa,Arte On line,Privado,2022
14014010,14,14014,Galerías de Arte,Córdoba,Capital,Córdoba,Artecasa Galería De Arte,Entre Ríos 52,,5000,351,156365960,artecasagaleriadearte@gmail.com,http://www.artecasagaleriadearte.com/,-31.41843000,-64.18473000,localización precisa,Mercado de Arte - relevamiento SInCa,Privado,2022
14014010,14,14014,Galerías de Arte,Córdoba,Capital,Córdoba,Bastón Del Moro,Chacabuco 483,,5000,351,6226065,bastondelmoro@gmail.com.ar,https://www.facebook.com/bastondelmoro/,-31.42307220,-64.18227270,localización precisa,Arte On line,Privado,2022
14014010,14,14014,Galerías de Arte,Córdoba,Capital,Córdoba,Artis Galería,Roberto Barani 6075,,5000,351,5556083,artisgaleria@gmail.com,https://www.facebook.com/artis.galeria/,-31.34805235,-64.27227723,localización precisa,Mercado de Arte - relevamiento SInCa,Privado,2022
14014010,14,14014,Galerías de Arte,Córdoba,Capital,Córdoba,Fragueiro 412,Fragueiro 412,,5000,351,7667963,fragueiro412@gmail.com,https://www.facebook.com/fragueiro412/,-31.40841580,-64.19172720,localización precisa,Arte On line,Privado,2022
14014010,14,14014,Galerías de Arte,Córdoba,Capital,Córdoba,Tierra – Arte Contemporáneo,Fructuoso Rivera 725,8°,5000,351,152274909,fferreyrarte@gmail.com,https://www.facebook.com/Tierraartecontemporaneo/,-31.42354730,-64.19827640,localización precisa,Mercado de Arte - relevamiento SInCa,Privado,2022
14014010,14,14014,Galerías de Arte,Córdoba,Capital,Córdoba,Piccadilly Galería de Arte,Miguel de Cervantes 422,,5000,351,153302697,piccadillygaleriadearte@gmail.com cotychiappini@gmail.com emilianoariasmercader@gmail.com,https://www.facebook.com/piccadillygaleriadearte,-31.38956037,-64.18008929,localización precisa,RCC,Privado,2022
14014010,14,14014,Galerías de Arte,Córdoba,Capital,Córdoba,La Cúpula Galería De Arte / Medialab,Humberto primo 14,2° Dpto 7,5000,351,4230503,,https://www.facebook.com/lacupulagaleria/,-31.41011730,-64.18182970,localización precisa,Relevamiento ciudades creativas,Privado,2022
14014010,14,14014,Galerías de Arte,Córdoba,Capital,Córdoba,Sacha Mistol,José Rivera Indarte 237,,5000,351,4242646,info@sachamistol.com,www.sachamistol.com,-31.40267700,-64.17965200,localización precisa,Mercado de Arte - relevamiento SInCa,Privado,2022
14014010,14,14014,Galerías de Arte,Córdoba,Capital,Córdoba,Múrua & Asociados Galería,José Roque Funes 2065,,5009,351,4816166,chmurua.yasoc@gmail.com,https://www.facebook.com/murua.asociados/,-31.36862890,-64.23388440,localización precisa,Arte On line,Privado,2022
14014010,14,14014,Galerías de Arte,Córdoba,Capital,Córdoba,Ediciones Documenta Escénicas,Lima 364,,5000,351,4290280,edicionesdocumenta@gmail.com,http://edicionesdocumenta.com.ar/,-31.41400830,-64.17784580,localización precisa,Mercado de Arte - relevamiento SInCa,Privado,2022
14014010,14,14014,Galerías de Arte,Córdoba,Capital,Córdoba,Pinball,Marcelo T. de Alvear 534,8°,5000,351,152421893,,,-31.42113620,-64.19107870,localización precisa,Mercado de Arte - relevamiento SInCa,Privado,2020
14014010,14,14014,Galerías de Arte,Córdoba,Capital,Córdoba,Centro de Producción e Investigaciónn en Artes - CEPIA ,Medina Allende SN U.N.C,,5000,351,5353630,comunicacioncepia@artes.unc.edu.ar,https://www.facebook.com/cepia.artes.unc.edu.ar/,-31.43517350,-64.19155860,localización precisa,RCC,Privado,2022
14014010,14,14014,Galerías de Arte,Córdoba,Capital,Córdoba,María Wonda Gallery,Maipú 251,,5009,351,156521940,mariawondagallery@gmail.com,https://www.facebook.com/mariawondagallery/,-31.41411883,-64.17914413,localización precisa,Arte On line,Privado,2022
14014010,14,14014,Galerías de Arte,Córdoba,Capital,Córdoba,María Elena Kravetz Gallery,Peatonal 25 de mayo 240 ,,5000,351,4239451,mariaelenakravetzgallery@gmail.com,http://www.mariaelenakravetzgallery.com/,-31.41077810,-64.18183080,localización precisa,Arte On line,Privado,2022
14014010,14,14014,Galerías de Arte,Córdoba,Capital,Córdoba,"Sasha D, Espacio De Arte",Casaffousth 1566,,5000,351,156450684,alejandrodavila@sashadavila.com,http://www.sashadavila.com/,-31.39957456,-64.19883540,localización precisa,Arte On line,Privado,2022
14014010,14,14014,Galerías de Arte,Córdoba,Capital,Córdoba,Casa taller,RamÌrez de Velazco 957,,5000,351,157079652,casatallercordoba@gmail.com nicolas.artenico@gmail.com,http://casatallercordoba.blogspot.com.ar/,-31.40463800,-64.19294200,localización precisa,RCC,Privado,2022
14014010,14,14014,Galerías de Arte,Córdoba,Capital,Córdoba,I Love Asado Arte Contemporáneo ,,,5000,351,6806410,,https://www.facebook.com/iloveasadoartecontemporaneo/,-31.41381662,-64.18333843,localización por localidad,Relevamiento ciudades creativas,Privado,2022
14014010,14,14014,Galerías de Arte,Córdoba,Capital,Córdoba,Galería Cerrito,San Luis 145,L.6,5000,351,5980381,info@galeriacerrito.com,https://www.facebook.com/galeriacerrito,-31.42288990,-64.18906580,localización precisa,Arte On line,Privado,2022
14014010,14,14014,Galerías de Arte,Córdoba,Capital,Córdoba,Centro Cultural María Castaña,Tucuman 260,,5000,351,4235529,mcastana@onenet.com.ar,www.teatromariacastana.wordpress.com,-31.41181540,-64.18675340,localización precisa,RCC,Privado,2022
14021050,14,14021,Galerías de Arte,Córdoba,Colón,Colonia Caroya,Ankara Arte Contemporáneo,Guillermo Roggio (sur) 92,,5223,3525,462206,galeriaankara@gmail.com,www.arteankara.com.ar,-31.02130470,-64.06295170,localización precisa,AAGA,Privado,2022
14021280,14,14021,Galerías de Arte,Córdoba,Colón,Unquillo,Arte U Tienda De  Originales,Camino a Los Quebrachitos Km 5 1/2,,5109,351,2641790,,,-31.20603170,-64.35188950,localización precisa,Mercado de Arte - relevamiento SInCa,Privado,2022
14021280,14,14021,Galerías de Arte,Córdoba,Colón,Unquillo,ARTE O NADA,Angela Diana y Camino a Quebrachitos,,5109,,,celeste_quera@hotmail.com,https://www.facebook.com/arteonada,-31.21257868,-64.34949696,localización aproximada,,Privado,2022
14021280,14,14021,Galerías de Arte,Córdoba,Colón,Unquillo,"Esaa, Estudio De Soluciones Artístico-Arquitectónicas",Rosario 96 ,,5109,351,6367983,esaa.unquillo@gmail.com,https://www.facebook.com/esaa.arte/,-31.23703440,-64.31424020,localización precisa,Mercado de Arte - relevamiento SInCa,Privado,2020
14091110,14,14091,Galerías de Arte,Córdoba,Punilla,La Cumbre,Júpiter,9 de Julio 346,,5178,3548,451684,anasgilligan@gmail.com,http://galeriajupiter.blogspot.com.ar/,-30.98229523,-64.48909886,localización precisa,Relevamiento SInCA 2022,Privado,2022
14147110,14,14147,Galerías de Arte,Córdoba,Santa Maria,Falda del Carmen,Busmiren Tienda De Arte,Camino al observatorio KM 1 ,,5187,351,15636570,info@busmiren.com.ar,www.busmiren.com.ar,-31.58937190,-64.46507720,localización precisa,AAGA,Privado,2022
30098040,30,30098,Galerías de Arte,Entre Ríos,Uruguay,Concepcion del Uruguay,Casa-Taller Artes Visuales,Alberdi 421,,3260,3442,487255,,https://www.facebook.com/solhmarte/,-32.48528000, -58.22716,localización precisa,Fondo Desarrollar 2020,Privado,2022
42021020,42,42021,Galerías de Arte,La Pampa,Capital,Santa Rosa,Vermú,Av. Pedro Luro 615,,6300,295,4772544,vermugaleria@gmail.com,https://www.facebook.com/vermugaleria/,-36.62343580,-64.28144110,localización precisa,Mercado de Arte - relevamiento SInCa,Privado,2022
50007010,50,50007,Galerías de Arte,Mendoza,Capital,Mendoza,Espacio De Arte Gabriela Scordo,Paseo Alameda 1899,,5500,,,,https://www.instagram.com/gabrielascordoarte,-32.87816450,-68.85673250,localización precisa,Relevamiento SInCA 2016,Privado,2022
50007010,50,50007,Galerías de Arte,Mendoza,Capital,Mendoza,Casa Palmera Galeria,Rufino Ortega 162,,5500,261,75455693,casapalmeragaleria@gmail.com,https://www.facebook.com/casapalmeragaleria/,-32.89184000,-68.85226000,localización precisa,Fondo Desarrollar 2020,Privado,2022
50007010,50,50007,Galerías de Arte,Mendoza,Capital,Mendoza ,"Daniel Rueda, Galería De Arte",Montevideo 230,8°,5500,,,galeriadanielrueda@gmail.com,https://www.facebook.com/danielruedagaleria/,-32.89242480,-68.84291300,localización precisa,Arte On line,Privado,2022
58035070,58,58035,Galerías de Arte,Neuquén,Añelo,San Patricio del Chañar,Mercado de Creadores,Bodega Malma Ruta Provincial n°7,,8306,,,hola@mercadodecreadores.com,https://www.mercadodecreadores.com/,-38.54874072,-68.41293370,localización precisa,Municipalidad de NeuquÌ©n - Red de Ciudades Creativas,Privado,2022
58035070,58,58035,Galerías de Arte,Neuquén,Confluencia,Neuquén,Loca de Atar,Limay Mahuida 3016,,8300,299,4484877,info@locasdeatar.com.ar,www.instagram.com/locadeatargaleria/,-38.96077040,-68.01735776,localización precisa,Municipalidad de NeuquÌ©n - Red de Ciudades Creativas,Privado,2022
66028050,66,66028,Galerías de Arte,Salta,Capital,Salta,Kiosco de Arte,Caseros 662,,4400,,,,https://www.instagram.com/kiosko_de_arte/,-24.78962770,-65.41176530,localización precisa,RCC,Privado,2022
66028050,66,66028,Galerías de Arte,Salta,Capital,Salta,Galeria El Palacio,Mitre 37,,4400,387,4228008,marketing_elpalacio@yahoo.com,https://www.facebook.com/elpalaciogalerias/,-24.90702730,-65.48819390,localización precisa,RCC,Privado,2022
70028010,70,70028,Galerías de Arte,San Juan,Capital,San Juan,Parral Galería,Rivadavia Oeste 141,,5402,264,6137733,hola@parralgaleria.com,,-31.53675000,-68.52786000,localización precisa,Fondo Desarrollar 2020,Privado,2020
38021060,60,38021,Galerías de Arte,San Salvador de Jujuy,Dr. Manuel Belgrano,San Salvador de Jujuy,Quilla Galería de Arte y Diseño,Independencia 1173,,4600,,,quillagaleria@gmail.com,https://www.facebook.com/quillagaleriadearte/,-24.18826201,-65.30892230,localización precisa,Fondo Desarrollar 2021,Privado,2022
82021310,82,82021,Galerías de Arte,Santa Fe,Castellanos,Rafaela,LAVA,Avellaneda 366,,2300,3492,677342,espacio@lava.com.ar,https://www.facebook.com/espaciolava/,-31.24483112,-61.49724249,localización precisa,Fondo Desarrollar 2021,Privado,2022
82063170,82,82063,Galerías de Arte,Santa Fe,La Capital,Santa Fe,AG Arte,Blvd. Gálvez 1514,,3000,3492,4564669,agartesantafe@gmail.com,https://www.facebook.com/AGartegaleria/,-31.63803100,-60.69141100,localización precisa,Municipalidad de Santa Fe - Red de Ciudades Creativas,Privado,2022
82063170,82,82063,Galerías de Arte,Santa Fe,La Capital,Santa Fe,Delta Espacio,Necochea 3799,,3002,342,155021834,hola@deltaespacio.com.ar,https://www.facebook.com/deltaespacio,-31.63457242,-60.69372009,localización precisa,Fondo Desarrollar 2020,Privado,2022
82063170,82,82063,Galerías de Arte,Santa Fe,La Capital,Santo Tomé,Zurbarán Santa Fe,Club de Campo El Paso-calle Los Robles ,,3016,,,,,-31.63625723,-60.75885906,localización precisa,Municipalidad de Santa Fe - Red de Ciudades Creativas,Privado,2022
82063170,82,82063,Galerías de Arte,Santa Fe,La Capital,Santa Fe,MADE por amor al arte ,Sarmiento 3060,,3000,342,4561770,holamade@hotmail.com,https://www.facebook.com/MADE.3060/,-31.64189100,-60.69459200,localización precisa,Municipalidad de Santa Fe - Red de Ciudades Creativas,Privado,2022
82084270,82,82084,Galerías de Arte,Santa Fe,Rosario,Rosario,Diego Obligado Galería De Arte,Güemes 2255,,2000,341,4406585,info@diegoobligado.com,www.diegoobligado.com,-32.93294795,-60.65146866,localización precisa,Mercado de Arte - relevamiento SInCa 2022,Privado,2022
82084270,82,82084,Galerías de Arte,Santa Fe,Rosario,Rosario,Crudo Arte Contemporáneo,Italia 1044,,2000,341,153899915,contacto@crudocontemporaneo.com,https://crudocontemporaneo.com/es,-32.94752140,-60.64877728,localización precisa,Fondo Desarrollar 2020,Privado,2022
82084270,82,82084,Galerías de Arte,Santa Fe,Rosario,Rosario,Nazareno O. Artes Antigüedades Coleccionables ,Italia 917,,2000,341,4496300,,,-32.94611560,-60.64811870,localización precisa,Relevamiento SInCA 2016,Privado,2022
82084270,82,82084,Galerías de Arte,Santa Fe,Rosario,Rosario,Gabelich Contemporáneo,Corvalán 448,,2000,341,15566753,gabelichcontemporaneo@gmail.com,https://www.facebook.com/GabelichContemporaneo,-32.92368153,-60.66998290,localización precisa,Mercado de Arte - relevamiento SInCa,Privado,2022
86035090,86,86035,Galerías de Arte,Santiago del Estero,Banda,La Banda,Mantera Galeria,Feria del predio Ferrocarril Mitre,,4300,385,154095378,,,-27.73185300,-64.24131000,localización aproximada,Fondo Desarrollar 2020,Privado,2020
86049110,86,86049,Galerías de Arte,Santiago del Estero,Capital,Santiago del Estero,"La Bohardilla, Cámara De Arte",Independencia y 9 de julio,,4200,,,camaradeartelabohardilla@gmail.com,https://www.facebook.com/camaradeartelabohardilla/,-27.78860650,-64.25785730,localización precisa,AAGA,Privado,2022
86049110,86,86049,Galerías de Arte,Santiago del Estero,Capital,Santiago del Estero,Cronos Galería de Arte y Diseño,Salta 57,,4200,3856,410583,cronosgaleria@gmail.com,https://www.facebook.com/cronosgaleriasde/,-27.78580125,-64.26298835,localización precisa,Fondo Desarrollar 2020,Privado,2022
86063020,86,86063,Galerías de Arte,Santiago del Estero,Choya ,Frías,El Perro Andaluz,Juan Felipe Ibarra 183,,4230,,,,https://www.facebook.com/elperroandaluzfrias/,-28.63908921,-65.13348121,localización precisa,Fondo Desarrollar 2021,Privado,2022
90084010,90,90084,Galerías de Arte,Tucumán,Capital,San Miguel de Tucumán,El Galpón,25 De mayo 2099,,4000,,,,Facebook: Galpón 20.99,-26.80230230,-65.19798490,localización precisa,RCC,Privado,2022
90084010,90,90084,Galerías de Arte,Tucumán,Capital,San Miguel de Tucumán,Limbo arte impreso,Lavalle 1693,,4000,381,4216335,limbomultiespacioalternativo@gmail.com,https://www.facebook.com/limboartetucuman/,-26.83472239,-65.22507200,localización precisa,RCC,Privado,2022
90084010,90,90084,Galerías de Arte,Tucumán,Capital,San Miguel de Tucumán,Art & Deco,Entre Ríos 317,,4000,381,4581416,,,-26.83606970,-65.20144062,localización precisa,RCC,Privado,2022
90084010,90,90084,Galerías de Arte,Tucumán,Capital,San Miguel de Tucumán,Fundación para el Arte Contemporáneo,Provincia de Jujuy 337,,4000,381,4314535,,https://www.instagram.com/factfundacion/,-26.83420000,-65.21217000,localización precisa,Fondo Desarrollar 2020,Privado,2020
90084010,90,90084,Galerías de Arte,Tucumán,Capital,San Miguel de Tucumán,El Pasaje,Pje. 1° de Noviembre 1312,,4000,381,155304389,elpasajetucuman@gmail.com,https://www.facebook.com/lepasajetucuman/,-26.81030550,-65.21331020,localización precisa,RCC,Privado,2022
90084010,90,90084,Galerías de Arte,Tucumán,Capital,San Miguel de Tucumán,El Taller,Santa Fe 240,,4000,381,4301250,eltaller@eltallerarteyoficio.com.ar,https://www.facebook.com/ElTallerTuc/,-26.82093220,-65.19842900,localización precisa,RCC,Privado,2022
90105080,90,90105,Galerías de Arte,Tucumán,Tafí Viejo,Tafí Viejo,Fulana Galería,Sarmiento 88,,4103,381,5044293,fulanagaleria@gmail.com,https://www.fulanagaleria.com,-26.73452000,-65.25603000,localización precisa,Fondo Desarrollar 2020,Privado,2022
